ಎ	514102
ಅವಕಾಶ/13	511999
ಜಿಲ್ಲೆಯ	511186
ಪ್ರಮುಖ/13	509310
ಮಾಡಿದ/7001	509303
ಮಾತನಾಡಿ	509033
ಕ್ರಮ/13	508963
ಹಣ/13	507698
ಇದರ	507242
ವರ್ಷದ	504162
ಪೊಲೀಸ್	499838
ನೀಡಿದರು	499449
ದೊಡ್ಡ	498459
ಶಿಕ್ಷಣ/13	498243
ಈಗಾಗಲೇ	496937
ಕೇವಲ	495773
ಯಾವ	495035
ಮಾಡಿದ್ದಾರೆ	494499
ಜೊತೆಗೆ	489886
ಮೋದಿ	489065
ಅನೇಕ	488145
ವಿ	487248
ಹೀಗಾಗಿ	486772
ಉತ್ತರ/13	483895
ಸಾವಿರ/13	483868
ರಸ್ತೆ/93	480947
ಜನ	477984
ಮಂದಿ/33	474814
ಕೃಷಿ/33	472505
ನಡುವೆ/93	471453
ಬಳಿ/33,6002	469649
ಇತರ/11,12	463281
ಇರುವ	462362
ಶಾಸಕ/11	459354
ಕಾಲ/13	458916
ಮನೆ/93	457077
ಸಾಕಷ್ಟು/53	456802
ಪಕ್ಷದ	456647
ಹೇಗೆ	453966
ಹಿನ್ನೆಲೆಯಲ್ಲಿ	452096
ಮೈಸೂರು/53	449115
ಇದರಿಂದ	448478
ಸಾಮಾಜಿಕ/13	445862
ಕೊರೊನಾ	444595
ಭಾರತದ	443751
ಆದ್ದರಿಂದ	442745
ದೇಶದ	439854
ಸರ್ಕಾರದ	438644
ಮೊದಲು/53	438463
ಇಂತಹ	437638
ಅತ್ಯಂತ/13	436190
ನೀಡಿದ್ದಾರೆ	430750
ರಾಜ್ಯದ	424856
ಮನವಿ/33	422718
ಒಟ್ಟು/53	422581
ಇದಕ್ಕೆ	419546
ಅಭಿವೃದ್ಧಿ/33	419529
ಪ್ರಧಾನಿ/31	415138
ಹಿರಿಯ/11,12	414718
ಜೊತೆ/93	414615
ಆಯ್ಕೆ/93	410431
ಬೇರೆ	410308
ನನಗೆ	408956
ಇದೀಗ	407815
ಎಂಬುದು	403191
ಮಕ್ಕಳ/1000,1001,1002	401107
ಪ್ರಕಾರ/13	399902
ಜನರ/1000,1001,1002	399668
ಬಂದ/7001	399246
ಭಾರತೀಯ/11	397675
ಸಮಸ್ಯೆ/93	394994
ರಾಷ್ಟ್ರೀಯ/13	392796
ಮಾತನಾಡಿದ	392402
ಸಂಖ್ಯೆ/93	391521
ಕುಮಾರ್	391277
ನಗರ/13	389866
ರಷ್ಟು	387220
ಯೋಜನೆ/93	386421
ಸಣ್ಣ	382944
ಪ್ರಕರಣ/13	382788
ಆಗಿದೆ	380868
ರಾಜಕೀಯ/13	380472
ನೀಡುವ	380234
ಶ್ರೀ	377295
ಸಮಯದಲ್ಲಿ	375136
ಘಟನೆ/93	374526
ವರದಿ/33	372121
ನಾಯಕ/11	371758
ಹೀಗೆ	371142
ಸಮಿತಿ/33	370770
ಏನು	369561
ಅದೇ	368231
ಮಾಡಲಾಗಿದೆ	367703
ಸರ್ಕಾರಿ	367533
ನಿಮಗೆ	366748
ವ್ಯವಸ್ಥೆ/93	366515
ಚಿಕಿತ್ಸೆ/93	365904
ಎನ್	364941
ಬಿಡುಗಡೆ/93	364793
ಬೆಲೆ/93	362709
ತುಂಬಾ	360929
ಗ್ರಾಮದ	359678
ರಾತ್ರಿ/33	359051
ಹಲವಾರು/53	358172
ಜಿಲ್ಲೆಯಲ್ಲಿ	357156
ಸಿನಿಮಾ/23	356644
ಚಿತ್ರ/13	355803
ರೀತಿಯ	355656
ಕೋವಿಡ್	354131
ಖಾಸಗಿ	352599
ಕಾರ್ಯದರ್ಶಿ/31	352412
ಕಾರ್ಯ/13	352196
ಸಿಎಂ	350471
ಬಂದು	349518
ನೀಡಿದ/7001	348683
ತಂಡ/13	348460
ಆಹಾರ/13	347673
ಬಂದಿದೆ	346169
ಸರಕಾರ	346064
ನಾಲ್ಕು/13	344266
ಅಗತ್ಯ/13	342652
ಮಾಡಿದೆ	342119
ನೀರಿನ	340987
ಸಾಮಾನ್ಯ/13	340361
ಮಾತನಾಡಿದರು	340347
ಎನ್ನುವ	338980
ಬಹಳ/33	338676
ಅಂತ	338057
ರಾಜ್ಯದಲ್ಲಿ	337311
ರೀತಿ/33	337183
ಸ್ವಲ್ಪ/13	336143
ವರ್ಷಗಳ	335538
ಅಲ್ಲಿ/1003	334062
ಜನರಿಗೆ	333090
ಮಾಡಬೇಕು	330661
ಒಂದೇ	329710
ಮಕ್ಕಳು	329377
ನಡೆದಿದೆ	328367
ಸಂಘದ	326990
ಚುನಾವಣೆ/93	326944
ಮಳೆ/93	326879
ನೀವು	326878
ತಾಲೂಕಿನ	326178
ಪರಿಹಾರ/13	324718
ಹೆಸರು/53	323035
ಅಲ್ಲ	321962
ಮಹಿಳಾ/22	321862
ಕಾರ್ಯಕ್ರಮ/13	320166
ಅಲ್ಲದೆ	319113
ದಿನಗಳಲ್ಲಿ	315947
ದಿನಗಳ	315939
ಸದಸ್ಯ/11	314650
ಸಭೆ/93	314497
ರೈತರು	314113
ಗ್ರಾಮ/13	312552
ದಕ್ಷಿಣ/13	310157
ಎಸ್‌	309961
ಸಹಾಯ/13	308609
ಎಂಬುದನ್ನು	308149
ಕಾನೂನು/53	307135
ಮಾಡಿದರು	306855
ಸಂಪೂರ್ಣ/13	306272
ಹಾಕಿ	305930
ಸಭೆಯಲ್ಲಿ	304870
ಸಿದ್ದರಾಮಯ್ಯ	304586
ನಿರ್ದೇಶಕ/11	304360
ಸಂಬಂಧ/13	303286
ಸಿಬ್ಬಂದಿ/31	303164
ಶೆಟ್ಟಿ	302344
ಪ್ರತಿಭಟನೆ	302141
ನೀಡಲು	299590
ಸೋಂಕು/53	299300
ವಿದ್ಯಾರ್ಥಿಗಳು	298877
ಸಂಜೆ/93	295567
ಪರಿಣಾಮ/13	294517
ಮಾಡಬಹುದು	293472
ಬರುವ	292835
ಸಾಮಾನ್ಯವಾಗಿ	292217
ಜತೆಗೆ	292015
ಯಡಿಯೂರಪ್ಪ	290976
ಕೆಲ	290765
ಆಗ	290352
ಇಲ್ಲಿನ	287504
ಸ್ಥಳೀಯ	286038
ನಿರ್ಮಾಣ/13	285925
ಸೋಮವಾರ/13	285170
ಆರ್ಥಿಕ	285036
ಅದಕ್ಕೆ	284295
ಸ್ಥಾನ/13	284227
ಎರಡನೇ	282817
ಮನೆಗೆ	282305
ಸೂಕ್ತ/13	281917
ದೂರು/53	280530
ನಡೆಸಿ	278214
ನಮಗೆ	278007
ಮಾರಾಟ	277642
ಆಡಳಿತ/13	277527
ರೈತರ	276610
ಮೀ	274514
ಐದು/53	274477
ಶುಕ್ರವಾರ/13	273428
ನೀಡಿದೆ	272665
ಮಂಗಳೂರು/53	272353
ಸೇರಿ	272246
ಸೇವೆ/93	271293
ಸಂಸ್ಥೆ/93	271267
ದಾಳಿ/33	271049
ಜಿಲ್ಲಾಧಿಕಾರಿ	270953
ಸಿಂಗ್	270717
ಹಾಗಾಗಿ	269013
ಚಿತ್ರದ	268599
ಕಾಂಗ್ರೆಸ್‌	268269
ಹೊಂದಿರುವ	266716
ಇಲಾಖೆಯ	266060
ನೋಡಿ	266000
ಪ್ರಶಸ್ತಿ/33	265826
ಗಮನ/13	263882
ನವದೆಹಲಿ/33	263168
ಅರ್ಜಿ/33	262557
ಎಷ್ಟು/53	262443
ಇಡೀ	262071
ಮನೆಯಲ್ಲಿ	261724
ಇಬ್ಬರು/14	260493
ಗುರುವಾರ/13	260269
ಮಂಗಳವಾರ/13	259904
ಮತ್ತೊಂದು/53	259479
ವಾಹನ/13	258944
ಆಗಿ	258106
ಪ್ರಧಾನ/13	258054
ಮಾಡುತ್ತದೆ	257133
ತಂಡದ	256851
ಅಧಿಕಾರಿ/11,33	256777
ಮೇ	255499
ಪರೀಕ್ಷೆ/93	254290
ಬುಧವಾರ/13	254224
ಆಫ್/173	253646
ಶನಿವಾರ/13	252725
ಹೊಂದಿದೆ	252714
ನಟ/11	251393
ಸಾರ್ವಜನಿಕ	250344
ಕಡೆ/93,6001	249894
ಸಮಯ/13	247934
ಸಾಹಿತ್ಯ/13	247397
ಚುನಾವಣೆಯಲ್ಲಿ	247387
ಪಕ್ಷ/13	246468
ಹೋಗಿ	246436
ಗಾಂಧಿ/31	246355
ತಿಂಗಳ	245776
ಯುವ	245690
ಮಾಡುವುದು	245555
ಕಂಡು	244626
ತೀವ್ರ/13	244127
ಅಂದರೆ	242131
ನೀಡಲಾಗಿದೆ	241875
ಸಲಹೆ/93	241730
ರೈತ/11	240558
ಕಾರ್ಯಕ್ರಮದಲ್ಲಿ	240046
ಕೈ/113	239538
ಮಕ್ಕಳಿಗೆ	238831
ನರೇಂದ್ರ	238478
ಜತೆ/93	237562
ಇದ್ದರು	237071
ಪಂಚಾಯಿತಿ	236594
ಮೂಲ/13	236014
ನಡೆಸಿದ	235715
ನಿಟ್ಟಿನಲ್ಲಿ	235588
ಕರೆ/93	234933
ಲಸಿಕೆ	234621
ಸಂಬಂಧಿಸಿದಂತೆ	234386
ನಗರದಲ್ಲಿ	233788
ಇದರಲ್ಲಿ	233753
ಬ್ಯಾಂಕ್	233732
ಸಾಧ್ಯತೆ/93	232535
ಒಬ್ಬ	232261
ಬಿಟ್ಟು	231600
ಪರಿಸ್ಥಿತಿ/33	230171
ಭಾನುವಾರ/13	229534
ಆಸ್ಪತ್ರೆಗೆ	229512
ಕ್ಕೂ	229467
ಸದ್ಯ/13	228725
ಜೀವನ/13	228291
ಪಡೆದು	228230
ಸಾಲ/13	227994
ಸದಸ್ಯರು	227514
ನೀಡಬೇಕು	227275
ಯಾರು/14	226404
ಪಾಟೀಲ	225954
ಪಡೆಯಲು	225002
ಉಪಸ್ಥಿತರಿದ್ದರು	224642
ವೈದ್ಯಕೀಯ	224399
ಹೋರಾಟ/13	224233
ವಿದ್ಯುತ್	223614
ವಿಷಯ/13	223579
ಉಪ	222707
ಅರಣ್ಯ/13	222672
ಜೆಡಿಎಸ್	222444
ಇವರು	222439
ಎರಡೂ	222405
ಇಂಡಿಯಾ	220820
ಬೆಳಗಾವಿ/33	220569
ಹಾಗೆ	220237
ಅತಿ/33	219903
ಪ್ರದೇಶದಲ್ಲಿ	219642
ಏಕೆಂದರೆ	219008
ಸೂಚನೆ/93	218846
ದ	218581
ಬಹುತೇಕ/13	217560
ಪ್ರಮಾಣ/13	217413
ಅಂತಹ	217103
ತನಿಖೆ/93	216790
ಕುಮಾರಸ್ವಾಮಿ/31	216681
ಎಂದರೆ	216287
ಚಾಲನೆ/93	216238
ತಾಲೂಕು/53	216077
ರೂಪಾಯಿ/33	215832
ದೇಶದಲ್ಲಿ	214309
ಹಿಂದಿನ	213922
ಗ್ರಾಮೀಣ	213787
ಕಾಮಗಾರಿ	213537
ಪ್ರಾಥಮಿಕ/13	213406
ನಡೆಯಲಿದೆ	211382
ಪತ್ರ/13	211373
ಬೆಳಗ್ಗೆ	211088
ಸಂಸ್ಥೆಯ	210502
ಸುದ್ದಿ/33	210381
ಶಾಲಾ	210077
ಕ್ಷೇತ್ರದ	210043
ಇರುತ್ತದೆ	209338
ತಾಲ್ಲೂಕಿನ	209038
ರನ್/173	208816
ಪರ/13	208792
ಕೊರೋನಾ	208478
ಸಂಪರ್ಕ/13	208142
ಹೇಳಿಕೆ/93	207944
ಆದರೂ	207846
ಕಚೇರಿ	207611
ಕೂಡಲೇ	207523
ರೀತಿಯಲ್ಲಿ	207318
ಗಳು	206855
ಬೆಳಿಗ್ಗೆ/93	206582
ಮನೆಯ	206387
ಅವಧಿಯಲ್ಲಿ	206213
ಎಲ್ಲರೂ	205354
ವತಿಯಿಂದ	205238
ಚುನಾವಣಾ	204193
ಪೈಕಿ/33	203668
ಕಾರು	202930
ಆರು	202820
ತೆರಿಗೆ/93	202601
ತಾಯಿ/32	201812
ಕುಟುಂಬ/13	201692
ಕೂಡಾ	201686
ಭರವಸೆ/93	201003
ತರಬೇತಿ	200083
ಆದೇಶ/13	199978
ಆದ	199688
ಉಡುಪಿ/33	199555
ಸಾಧ್ಯವಿಲ್ಲ	199453
ಸಂಗೀತ/13	199393
ವಿಮಾನ/13	198772
ಶಕ್ತಿ/33	198671
ಪಡೆದ	198655
ಅಧಿಕ/13	198403
ಇವರ	198110
ಹೆಚ್ಚುವರಿ/33	198044
ಬಸ್	197396
ಅವುಗಳನ್ನು	197207
ನೂತನ	196944
ಕಾಲೇಜು/53	196858
ಪ್ರಸ್ತುತ/13	196827
ವಿಶ್ವ/13	196147
ನಟಿ/32	195593
ಸಂಪೂರ್ಣವಾಗಿ	195507
ತಾಲ್ಲೂಕು	195404
ಭಾರತದಲ್ಲಿ	195229
ವ್ಯಕ್ತಿ/31	195139
ಇವೆ	193687
ಮಾಡಿರುವ	192971
ತಂದೆ/91	192568
ಗ್ರಾಮದಲ್ಲಿ	192133
ಕನಿಷ್ಠ	191898
ಇತ್ತೀಚೆಗೆ	191822
ನಿಂದ	191308
ಹೆಚ್ಚಾಗಿ	190428
ಬೆಂಬಲ	190070
ಆರೋಪ/13	190060
ಬೆಂಗಳೂರಿನ	189903
ಕುಡಿಯುವ	189865
ದರ/13	189725
ರವರೆಗೆ	189248
ಇ	188615
ವರ್ಷಗಳಿಂದ	188174
ಪಂದ್ಯದಲ್ಲಿ	188047
ಕ್ಷೇತ್ರದಲ್ಲಿ	187775
ಅಧಿಕಾರಿಗಳ	187670
ವಿಚಾರಣೆ/93	186659
ಬಳಕೆ/93	186542
ವ್ಯಕ್ತಪಡಿಸಿದರು	186433
ಗಳ	186343
ನಡೆಯಿತು	185681
ಮುಂಬೈ/113	185471
ಸಂಘ/13	184865
ಸಹಕಾರ	184818
ಮಹಿಳೆಯರು	183336
ಮೇಲಿನ	183299
ಚರ್ಚೆ/93	182869
ಕೆಲವರು/14	181696
ವಿಧಾನ/13	181410
ಮಾತು/53	181291
ಕ್ರಿಕೆಟ್/173	181179
ಸಮಾಜ/13	181143
ಪ್ರದರ್ಶನ/13	180387
ನಡೆಸಿದರು	180197
ಮಧ್ಯೆ/93	180015
ಅತ್ಯುತ್ತಮ/13	179888
ಮುನ್ನ/13	179633
ಎನ್ನುವುದು	179336
ಅಲ್ಲದೇ	179247
ಆರ್‌	178684
ಬಾರಿಗೆ	178356
ಮತ/13	177894
ಮೊಬೈಲ್	177245
ಬಳಸಿ	177080
ನಿರ್ಧಾರ/13	176706
ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ	176455
ಪ್ರಥಮ/13	176407
ಪತ್ನಿ/32	176355
ಸರಿಯಾಗಿ	175813
ಸಂಬಂಧಿಸಿದ	175168
ರೈತರಿಗೆ	175072
ಸಚಿವರು	174648
ಮಹಿಳೆ/92	174596
ಜಾರಿಗೆ	174452
ಮಟ್ಟದ	174313
ಎನ್ನಲಾಗಿದೆ	173982
ಇನ್ನೊಂದು/53	173862
ಮಾಡುತ್ತಿದ್ದಾರೆ	173716
ಸರಕಾರದ	173624
ಶಾಲೆ/93	173593
ಹೊರ	173441
ಪ್ರಯತ್ನ/13	172644
ಸರಕಾರಿ	172416
ಕಲ್ಯಾಣ/13	171839
ಪೂಜೆ/93	171771
ಅನುಮತಿ/33	171467
ಪ್ರಕರಣಗಳು	171248
ಅನುದಾನ	171029
ನಡೆಸಲು	170707
ತಿಳಿಸಿದೆ	170459
ಸಂಚಾರ	169751
ಎಂದಿದ್ದಾರೆ	169480
ಬೇಕು	169396
ವಿಭಾಗದ	168022
ವಿಡಿಯೋ	167831
ಪರಿಸರ/13	167448
ಅದರಲ್ಲಿ	167413
ಅಧಿಕಾರ/13	167231
ಭಾರೀ	166823
ಬೇಡಿಕೆ	166575
ವಿಚಾರ/13	166029
ಉಳಿದ	166002
ತಾವು	165998
ನೀಡಿರುವ	165137
ಬೆಳೆ/6002,93,6001	164957
ಘಟಕದ	164735
ಮತ್ತಷ್ಟು	164666
ಅಭ್ಯರ್ಥಿ/31	164651
ತಿಂಗಳು/53	164448
ಮದುವೆ/93	164289
ಸಾಧ್ಯ/13	163954
ರಾಹುಲ್	163651
ಮಂಡಳಿ/33	163579
ಕೇಳಿ	163382
ಪ್ರದೇಶದ	163148
ಪಾತ್ರ/13	163053
ತಕ್ಷಣ/13	162855
ಪ್ರಶ್ನೆ/93	162730
ಎದುರು	162607
ಸಾರಿಗೆ	162460
ಹೇಳಿ	162174
ಶಾಸಕರು	162172
ಹೌದು	162120
ಅ	161354
ಕಾರ್ಯಕರ್ತರು	161277
ಭಾರಿ	161150
ಅಂತಿಮ/13	161034
ಓದಿ	160992
ಉನ್ನತ	160779
ಕರ್ನಾಟಕದ	160315
ಪ್ರಮಾಣದಲ್ಲಿ	159812
ಕೇಂದ್ರದ	159774
ವೈದ್ಯರು	159611
ಸ್ಥಳಕ್ಕೆ	159190
ಇನ್ನಷ್ಟು	158990
ವೈರಸ್	158435
ಪಟ್ಟಣದ	158415
ಸೇವಾ	158364
ನಾಯಕರು	158324
ಎನ್ನುತ್ತಾರೆ	157987
ನಡೆಯುವ	157864
ಮೇಲೆ	157595
ವರೆಗೆ	157383
ಮಾಡಿದರೆ	157213
ಜಾತಿ/33	157107
ಪದವಿ/33	156690
ಎಚ್ಚರಿಕೆ/93	156197
ಚೆನ್ನಾಗಿ	155612
ಅವನ	155482
ಪೊಲೀಸ್‌	155286
ಐ	154899
ಹಿಡಿದು	154617
ಉದ್ಯೋಗ/13	154479
ವಿರೋಧ/13	154247
ಚಿತ್ರದಲ್ಲಿ	153826
ಸರಿಯಾದ	153825
ಹಣವನ್ನು	153216
ಸಹಾಯಕ/11	153198
ಇತರೆ	152811
ಅಷ್ಟೇ	152529
ಸಮಾಜದ	152368
ಒಳ್ಳೆಯ	152288
ಇತ್ತು	151949
ಸಾಧನೆ/93	151743
ಎಚ್‌	151569
ಭಾಗದಲ್ಲಿ	150920
ಅಗತ್ಯವಿದೆ	150744
ಸ್ವಾಮೀಜಿ/13	150325
ಪೂರ್ವ/13	149803
ದೇಶ/13	149792
ಉಪಾಧ್ಯಕ್ಷ	149617
ಮೂರನೇ	149578
ಸರ್ಕಾರಕ್ಕೆ	148980
ಪ್ರದೇಶ/13	148864
ಗೃಹ/13	148797
ಉಸ್ತುವಾರಿ	148743
ಹೇಳಿದೆ	148721
ಗೌಡ/11	148122
ಜನರನ್ನು	147856
ಕಟ್ಟಡ/13	147569
ಗೆಲುವು/53	147551
ಮಾಡಿದ್ದರು	147317
ಸ್ಥಿತಿ/33	147297
ಪ್ರಚಾರ/13	147074
ಅಧ್ಯಯನ/13	147036
ಅಕ್ರಮ/13	146557
ಪರಿಶೀಲನೆ/93	146516
ನಿಯಂತ್ರಣ/13	146465
ಹಳೆಯ	146278
ರಾಜೀನಾಮೆ/93	146199
ಗಂಟೆಗೆ	146151
ಕಾರಣಕ್ಕೆ	146006
ನೇತೃತ್ವದಲ್ಲಿ	145869
ಜುಲೈ	145709
ಧಾರ್ಮಿಕ/13	145574
ರೈಲು/53	145294
ಯಾರೂ	145132
ವಸತಿ	144991
ಬಸವರಾಜ	144796
ಆತ/11	144293
ಗೌರವ/13	144086
ದೆಹಲಿ	144028
ಉಚಿತ/13	143867
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ	143746
ನಡೆಯುತ್ತಿದೆ	143665
ಹಿಂದೂ/63	143550
ಉದಾಹರಣೆಗೆ	143347
ಸಂಸದ/11	143255
ಬದಲಾವಣೆ/93	143211
ಮಧ್ಯಾಹ್ನ/13	143045
ಭೂಮಿ/32,33	143011
ರವಿ/31	142976
ಇಂಥ	142968
ನಡುವಿನ	142044
ಅಡಿ/33	141914
ವಿಜ್ಞಾನ/13	141498
ನೋವು/53	141381
ಕೃಷ್ಣ/11	141314
ಮಾಡಿದ್ದು	141207
ಸಾವಿರಾರು/33	141155
ಕೊರತೆ/93	140984
ಜಿಲ್ಲೆ/93	140715
ಅಧಿಕಾರಿಗಳಿಗೆ	140466
ಕ್ಷೇತ್ರ/13	140379
ಕುಟುಂಬದ	140348
ಅಧ್ಯಕ್ಷೆ	140174
ದೂರ/13	140136
ಮಾಡುತ್ತಾರೆ	140000
ಗಂಟೆ/93	139680
ನೂರಾರು	139608
ಪ್ರಮಾಣದ	139608
ಸೌಲಭ್ಯ/13	139584
ಮೂಲದ	139421
ಹಾಲು/53	138835
ಮುಖಂಡ/11	138544
ಖಾನ್	138447
ಬರುತ್ತದೆ	138442
ಆತಂಕ/13	138314
ಬೇಡ/11	138294
ಎಲ್ಲರಿಗೂ	138261
ಆತನ	138133
ಗುರಿ/33	138030
ಇಲ್ಲದೆ	137929
ಸ್ವಾಮಿ/31	137880
ಹತ್ತು/6001	137789
ಘೋಷಣೆ/93	137679
ಏಕೆ	137536
ಇದ್ದ	137330
ನೀರನ್ನು	137034
ಪ್ರವೇಶ/13	137033
ಇಂದಿನ	136957
ವ್ಯಾಪ್ತಿಯಲ್ಲಿ	136633
ಸ್ಟಾರ್	136552
ನೀಡುತ್ತದೆ	136361
ರೈಲ್ವೆ	136360
ಕೊಲೆ/93	136225
ವಿದ್ಯಾರ್ಥಿ/31	135987
ಹಾಗೆಯೇ	135777
ವಿಧಾನಸಭಾ/23	135687
ಆಸ್ಪತ್ರೆ/93	135169
ಟೆಸ್ಟ್/173	135124
ಹಸಿರು/53	135120
ಕಷ್ಟ/13	134976
ಇದ್ದರೆ	134946
ಒಳಗೆ	134700
ತಪ್ಪು/53	134629
ಕೊನೆಯ	134473
ಪಾಲಿಕೆ/93	134392
ಮುಂತಾದ/13	134142
ಬಣ್ಣದ	134069
ಚೀನಾ	134064
ಒತ್ತಡ/13	134021
ಭಾಗದ	133993
ಪ್ರತಿಕ್ರಿಯೆ/93	133978
ಆದಾಯ/13	133971
ಬೆಂಗಳೂರಿನಲ್ಲಿ	133759
ನೇತೃತ್ವದ	133407
ಜಾಗೃತಿ/33	133092
ಎಂದೂ	133088
ಮಾನವ	132998
ಹಣಕಾಸು	132463
ಕಾಲೇಜಿನ	132338
ಫೋನ್	132269
ಪ್ರಕ್ರಿಯೆ/93	132250
ತಾನು	131616
ಇದ್ದು	131495
ಕಪ್ಪು/53	131481
ನೀಡಿದ್ದರು	131329
ನಡೆಸಿದ್ದಾರೆ	131184
ತೊಂದರೆ/93	131167
ಕೋವಿಡ್‌	131098
ಶಾಲೆಯ	131054
ದಾಖಲೆ/93	130753
ಆಕ್ರೋಶ/13	129867
ಅಲ್ಲಿನ	128798
ರಮೇಶ್	128540
ಪತ್ತೆ/93	128529
ಬಣ್ಣ/13	128450
ನೇರವಾಗಿ	128287
ಸರಿ/33,6001,6002	127884
ಸಾಂಸ್ಕೃತಿಕ/13	127797
ಜೂನ್	127508
ಮಟ್ಟದಲ್ಲಿ	127457
ದಿನದ	127277
ಯಾವಾಗಲೂ	127169
ಸಾವು/53	127113
ವ್ಯಕ್ತಪಡಿಸಿದ್ದಾರೆ	127072
ಹಂತದಲ್ಲಿ	127040
ಬೆಂಕಿ/33	126514
ಪಟ್ಟಿ/33	126324
ಕಥೆ/93	126308
ಮಾರುಕಟ್ಟೆ/93	126194
ಮಂಡ್ಯ/13	125988
ಸುಲಭವಾಗಿ	125918
ಮೂವರು	125826
ಮುಖಂಡರು	125611
ಆಧುನಿಕ	125544
ಲೋಕಸಭಾ/23	125381
ರೋಗ/13	125349
ಒಮ್ಮೆ	125298
ಅರ್ಥ/13	125248
ವ್ಯಾಪಾರ/13	124952
ಟ್ವೀಟ್	124932
ಕೋರ್ಟ್	124167
ಆದ್ಯತೆ	123984
ದಿನಕ್ಕೆ	123971
ವಾಣಿಜ್ಯ/13	123801
ಕಠಿಣ/13	123470
ತಿಂಗಳಲ್ಲಿ	123420
ಮಾರ್ಚ್	123182
ಏಳು/6001	123144
ರಕ್ಷಣಾ	122929
ಅಭಿಪ್ರಾಯ/13	122860
ಇದ್ದಾರೆ	122501
ರಕ್ಷಣೆ/93	122243
ಪಶ್ಚಿಮ/13	122204
ಎಕರೆ/93	122182
ಸ್ವತಃ	122151
ಮಕ್ಕಳನ್ನು	122144
ಆತ್ಮಹತ್ಯೆ	122137
